,managed_money_long,managed_money_short,managed_money_net,producer_long,producer_short,producer_net,swap_dealers_net,other_reportables_net
2006-06-13,99739.0,29859.0,69880.0,27041.0,117483.0,-90442.0,-43959.0,29407.0
2006-06-20,91198.0,30082.0,61116.0,29230.0,112900.0,-83670.0,-38601.0,29105.0
2006-06-27,88635.0,31420.0,57215.0,30747.0,110141.0,-79394.0,-36847.0,28409.0
2006-07-04,90104.0,30778.0,61767.0,29615.0,108909.0,-79294.0,-43888.0,32594.0
2006-07-11,101019.0,29135.0,71884.0,34094.0,114612.0,-80518.0,-51529.0,30045.0
2006-07-18,105068.0,25797.0,79271.0,30100.0,115518.0,-85418.0,-54673.0,28103.0
2006-07-25,96891.0,23984.0,72907.0,34473.0,118546.0,-84073.0,-55416.0,28648.0
2006-08-01,95785.0,25176.0,70609.0,29814.0,123870.0,-94056.0,-44377.0,32152.0
2006-08-08,100994.0,26676.0,74318.0,30425.0,129179.0,-98754.0,-43171.0,31780.0
2006-08-15,94115.0,26225.0,67890.0,31132.0,126778.0,-95646.0,-39483.0,32654.0
2006-08-22,87386.0,27081.0,60305.0,32180.0,125829.0,-93649.0,-34424.0,35643.0
2006-08-29,80809.0,31280.0,49529.0,33212.0,123138.0,-89926.0,-27319.0,38187.0
2006-09-05,87652.0,29430.0,58222.0,32468.0,127680.0,-95212.0,-36053.0,40112.0
2006-09-12,76571.0,30631.0,45940.0,35621.0,120300.0,-84679.0,-26016.0,38282.0
2006-09-19,72225.0,30632.0,41593.0,41086.0,119904.0,-78818.0,-23107.0,36275.0
2006-09-26,68325.0,33001.0,35324.0,42960.0,116405.0,-73445.0,-21920.0,35920.0
2006-10-03,66119.0,33666.0,32453.0,46766.0,116196.0,-69430.0,-22564.0,36981.0
2006-10-10,62270.0,39206.0,23064.0,48112.0,114999.0,-66887.0,-15715.0,39385.0
2006-10-17,64602.0,42773.0,21829.0,46758.0,112417.0,-65659.0,-17479.0,39430.0
2006-10-24,54019.0,43840.0,10179.0,50694.0,112215.0,-61521.0,-18988.0,45871.0
2006-10-31,59985.0,39093.0,20892.0,41086.0,109303.0,-68217.0,-23679.0,43824.0
2006-11-07,76134.0,32604.0,43530.0,39160.0,121982.0,-82822.0,-31634.0,37636.0
2006-11-14,79157.0,29403.0,49754.0,45125.0,133631.0,-88506.0,-35015.0,39080.0
2006-11-21,77773.0,29323.0,48450.0,40770.0,127929.0,-87159.0,-31817.0,35843.0
2006-11-28,75457.0,30862.0,44595.0,43198.0,123208.0,-80010.0,-37714.0,35271.0
2006-12-05,80731.0,28684.0,52047.0,34153.0,117141.0,-82988.0,-37180.0,31592.0
2006-12-12,78367.0,28281.0,50086.0,34159.0,119986.0,-85827.0,-30455.0,31743.0
2006-12-19,68672.0,29711.0,38961.0,40007.0,119734.0,-79727.0,-22005.0,30932.0
2006-12-26,69815.0,31696.0,38119.0,40150.0,121029.0,-80879.0,-22189.0,29973.0
2007-01-02,77786.0,30994.0,46792.0,36896.0,122207.0,-85311.0,-27136.0,31091.0
2007-01-09,65657.0,39661.0,25996.0,39737.0,108459.0,-68722.0,-12952.0,26872.0
2007-01-16,68430.0,33371.0,35059.0,44073.0,112691.0,-68618.0,-23491.0,27891.0
2007-01-23,85684.0,27746.0,57938.0,46493.0,127422.0,-80929.0,-37648.0,26563.0
2007-01-30,99352.0,29366.0,69986.0,39261.0,129221.0,-89960.0,-45651.0,30359.0
2007-02-06,109228.0,27766.0,81462.0,35549.0,136981.0,-101432.0,-45232.0,27084.0
2007-02-13,121684.0,24627.0,97057.0,37250.0,147302.0,-110052.0,-55412.0,27693.0
2007-02-20,121632.0,25830.0,95802.0,37677.0,152335.0,-114658.0,-53492.0,34131.0
2007-02-27,135725.0,23488.0,112237.0,40388.0,163533.0,-123145.0,-60605.0,29855.0
2007-03-06,90236.0,21355.0,68881.0,46621.0,144155.0,-97534.0,-39777.0,32817.0
2007-03-13,86278.0,18012.0,68266.0,53743.0,148548.0,-94805.0,-36111.0,28076.0
2007-03-20,84393.0,17292.0,67101.0,43047.0,135054.0,-92007.0,-37887.0,26323.0
2007-03-27,88263.0,19339.0,68924.0,45025.0,134213.0,-89188.0,-49336.0,26199.0
2007-04-03,92087.0,23268.0,68819.0,49115.0,128149.0,-79034.0,-50464.0,25126.0
2007-04-10,106783.0,23048.0,83735.0,45802.0,143994.0,-98192.0,-55012.0,29221.0
2007-04-17,124963.0,18323.0,106640.0,41290.0,150149.0,-108859.0,-65739.0,28718.0
2007-04-24,124958.0,20388.0,104570.0,44175.0,157780.0,-113605.0,-58168.0,29272.0
2007-05-01,122272.0,18137.0,104135.0,44609.0,160018.0,-115409.0,-50744.0,26310.0
2007-05-08,129038.0,14702.0,114336.0,48916.0,164628.0,-115712.0,-56752.0,21950.0
2007-05-15,107716.0,20305.0,87411.0,54004.0,147325.0,-93321.0,-53972.0,26487.0
2007-05-22,95529.0,29281.0,66248.0,61832.0,143540.0,-81708.0,-42508.0,29567.0
2007-05-29,91921.0,28204.0,63717.0,73524.0,150245.0,-76721.0,-41974.0,31180.0
2007-06-05,101257.0,24239.0,77018.0,56262.0,142446.0,-86184.0,-50212.0,30599.0
2007-06-12,80246.0,36872.0,43374.0,74628.0,137153.0,-62525.0,-35480.0,32522.0
2007-06-19,81722.0,31746.0,49976.0,73524.0,136494.0,-62970.0,-46250.0,31629.0
2007-06-26,72368.0,45874.0,26494.0,74252.0,130455.0,-56203.0,-27381.0,36583.0
2007-07-03,69308.0,34443.0,34865.0,60148.0,124137.0,-63989.0,-27243.0,30797.0
2007-07-10,72474.0,33675.0,38799.0,61866.0,129389.0,-67523.0,-35662.0,33421.0
2007-07-17,72985.0,27947.0,45038.0,56310.0,129377.0,-73067.0,-39441.0,34681.0
2007-07-24,114752.0,19037.0,95715.0,48605.0,141842.0,-93237.0,-68365.0,27215.0
2007-07-31,76461.0,21368.0,55093.0,50567.0,121716.0,-71149.0,-41495.0,25796.0
2007-08-07,84522.0,20981.0,63541.0,46992.0,118564.0,-71572.0,-49674.0,25830.0
2007-08-14,77995.0,12117.0,65878.0,47066.0,121483.0,-74417.0,-51477.0,28333.0
2007-08-21,65359.0,22367.0,42992.0,53391.0,108671.0,-55280.0,-36714.0,25938.0
2007-08-28,66292.0,16289.0,50003.0,51644.0,115819.0,-64175.0,-34689.0,27208.0
2007-09-04,85525.0,11759.0,73766.0,45083.0,121543.0,-76460.0,-47894.0,23214.0
2007-09-11,109090.0,8575.0,100515.0,40397.0,142145.0,-101748.0,-59174.0,26154.0
2007-09-18,125440.0,8362.0,117078.0,40128.0,150952.0,-110824.0,-64440.0,24572.0
2007-09-25,153984.0,9943.0,144041.0,48227.0,181245.0,-133018.0,-74994.0,30004.0
2007-10-02,165536.0,13596.0,151940.0,42567.0,185644.0,-143077.0,-68954.0,23955.0
2007-10-09,177069.0,8722.0,168347.0,43529.0,201058.0,-157529.0,-69492.0,22349.0
2007-10-16,191927.0,9649.0,182278.0,44003.0,204248.0,-160245.0,-78851.0,19581.0
2007-10-23,185137.0,12077.0,173060.0,46395.0,198116.0,-151721.0,-71048.0,13244.0
2007-10-30,194052.0,8156.0,185896.0,51880.0,217358.0,-165478.0,-69655.0,12710.0
2007-11-06,198786.0,12371.0,186415.0,58684.0,231953.0,-173269.0,-66740.0,15710.0
2007-11-13,185676.0,10739.0,174937.0,66253.0,235001.0,-168748.0,-57669.0,15848.0
2007-11-20,172412.0,11566.0,160846.0,72081.0,235949.0,-163868.0,-45757.0,11544.0
2007-11-27,163138.0,11283.0,151855.0,93667.0,264869.0,-171202.0,-34122.0,23226.0
2007-12-04,149675.0,5754.0,143921.0,85698.0,252208.0,-166510.0,-38388.0,23603.0
2007-12-11,155465.0,6109.0,149356.0,77948.0,238538.0,-160590.0,-50153.0,22418.0
2007-12-18,155660.0,9422.0,146238.0,77709.0,239026.0,-161317.0,-48290.0,24035.0
2007-12-25,164604.0,8469.0,156135.0,80925.0,250597.0,-169672.0,-51859.0,28240.0
2008-01-01,181902.0,10649.0,171253.0,84248.0,258727.0,-174479.0,-63933.0,28185.0
2008-01-08,191788.0,11019.0,180769.0,78725.0,246814.0,-168089.0,-78601.0,24635.0
2008-01-15,197021.0,11137.0,185884.0,80922.0,253690.0,-172768.0,-78346.0,26163.0
2008-01-22,193039.0,9618.0,183421.0,71229.0,232617.0,-161388.0,-81639.0,21654.0
2008-01-29,191376.0,9652.0,181724.0,77238.0,245905.0,-168667.0,-76334.0,24056.0
2008-02-05,191024.0,9337.0,181687.0,68597.0,223050.0,-154453.0,-87128.0,22055.0
2008-02-12,190428.0,12352.0,178076.0,58819.0,211996.0,-153177.0,-90423.0,28520.0
2008-02-19,200191.0,12457.0,187734.0,60308.0,220971.0,-160663.0,-92077.0,24525.0
2008-02-26,197000.0,10695.0,186305.0,60026.0,219955.0,-159929.0,-92346.0,23058.0
2008-03-04,188294.0,12567.0,175727.0,51882.0,204993.0,-153111.0,-86998.0,20053.0
2008-03-11,186110.0,10395.0,175715.0,44107.0,203350.0,-159243.0,-84015.0,20628.0
2008-03-18,179620.0,11055.0,168565.0,49965.0,217235.0,-167270.0,-71858.0,23444.0
2008-03-25,169444.0,14286.0,155158.0,52158.0,185842.0,-133684.0,-72441.0,20584.0
2008-04-01,146935.0,11584.0,135351.0,54419.0,182555.0,-128136.0,-64932.0,25927.0
2008-04-08,151135.0,15005.0,136130.0,53163.0,183964.0,-130801.0,-63771.0,29263.0
2008-04-15,156260.0,13481.0,142779.0,52420.0,194052.0,-141632.0,-63480.0,29198.0
2008-04-22,157492.0,14400.0,143092.0,57832.0,198587.0,-140755.0,-58844.0,24531.0
2008-04-29,151602.0,19235.0,132367.0,59991.0,191942.0,-131951.0,-53531.0,28281.0
2008-05-06,149175.0,24848.0,124327.0,64631.0,193758.0,-129127.0,-53601.0,31640.0
2008-05-13,150407.0,31816.0,118591.0,64995.0,195323.0,-130328.0,-47269.0,34347.0
2008-05-20,165800.0,18529.0,147271.0,55186.0,206645.0,-151459.0,-63722.0,34848.0
2008-05-27,166394.0,20722.0,145672.0,49833.0,199202.0,-149369.0,-68916.0,45840.0
2008-06-03,155935.0,22278.0,133657.0,50033.0,190356.0,-140323.0,-61848.0,36554.0
2008-06-10,144056.0,29172.0,114884.0,46137.0,172005.0,-125868.0,-57213.0,36364.0
2008-06-17,137007.0,19823.0,117184.0,49329.0,169853.0,-120524.0,-62916.0,34006.0
2008-06-24,143673.0,23409.0,120264.0,47120.0,164205.0,-117085.0,-69671.0,33274.0
2008-07-01,173983.0,17352.0,156631.0,47593.0,183262.0,-135669.0,-91358.0,31048.0
2008-07-08,174230.0,17127.0,157103.0,54563.0,193023.0,-138460.0,-90200.0,32499.0
2008-07-15,184704.0,15798.0,168906.0,67361.0,225726.0,-158365.0,-88212.0,33877.0
2008-07-22,177227.0,14225.0,163002.0,66618.0,223432.0,-156814.0,-80247.0,31651.0
2008-07-29,158000.0,14757.0,143243.0,73864.0,209685.0,-135821.0,-83850.0,39076.0
2008-08-05,142508.0,13682.0,128826.0,59111.0,181180.0,-122069.0,-76848.0,34902.0
2008-08-12,105895.0,16226.0,89669.0,58796.0,138227.0,-79431.0,-76382.0,40991.0
2008-08-19,94403.0,20486.0,73917.0,74464.0,137620.0,-63156.0,-66998.0,38449.0
2008-08-26,96269.0,29048.0,67221.0,83377.0,134486.0,-51109.0,-70810.0,38058.0
2008-09-02,89713.0,36022.0,53691.0,89492.0,132482.0,-42990.0,-65041.0,39500.0
2008-09-09,85376.0,41009.0,44367.0,95866.0,133259.0,-37393.0,-56591.0,38288.0
2008-09-16,89779.0,43587.0,46192.0,95621.0,123007.0,-27386.0,-75636.0,44099.0
2008-09-23,96573.0,23508.0,73065.0,67824.0,134539.0,-66715.0,-74561.0,47951.0
2008-09-30,88674.0,13550.0,75124.0,59126.0,132007.0,-72881.0,-67957.0,42662.0
2008-10-07,87411.0,17386.0,70025.0,53389.0,124075.0,-70686.0,-60621.0,41588.0
2008-10-14,84083.0,14296.0,69787.0,44649.0,118509.0,-73860.0,-51883.0,37038.0
2008-10-21,74401.0,18759.0,55642.0,48637.0,114637.0,-66000.0,-42793.0,43560.0
2008-10-28,69214.0,23048.0,46166.0,56038.0,107142.0,-51104.0,-33972.0,32149.0
2008-11-04,71373.0,25156.0,46217.0,46820.0,91693.0,-44873.0,-31533.0,21978.0
2008-11-11,65794.0,28922.0,36872.0,46095.0,95326.0,-49231.0,-20265.0,27087.0
2008-11-18,62986.0,23776.0,39210.0,49789.0,102803.0,-53014.0,-18102.0,25619.0
2008-11-25,73051.0,15312.0,57739.0,45465.0,125566.0,-80101.0,-13134.0,24133.0
2008-12-02,69409.0,8657.0,60752.0,40510.0,123721.0,-83211.0,-11077.0,23617.0
2008-12-09,69760.0,11925.0,57835.0,42060.0,122729.0,-80669.0,-14203.0,25320.0
2008-12-16,85191.0,11859.0,73332.0,41680.0,138953.0,-97273.0,-25838.0,34917.0
2008-12-23,94571.0,6768.0,87803.0,42216.0,142335.0,-100119.0,-32678.0,31985.0
2008-12-30,99432.0,7545.0,91887.0,39773.0,148893.0,-109120.0,-33653.0,34074.0
2009-01-06,104828.0,6338.0,98490.0,41419.0,160630.0,-119211.0,-30271.0,35114.0
2009-01-13,96909.0,6889.0,90020.0,44622.0,162290.0,-117668.0,-23895.0,37598.0
2009-01-20,101220.0,8898.0,92322.0,50884.0,168082.0,-117198.0,-21733.0,31615.0
2009-01-27,118261.0,12696.0,105565.0,54060.0,189353.0,-135293.0,-23083.0,35549.0
2009-02-03,130230.0,12946.0,117284.0,49115.0,196357.0,-147242.0,-30347.0,38022.0
2009-02-10,135286.0,12626.0,122660.0,47975.0,204778.0,-156803.0,-31909.0,40962.0
2009-02-17,137668.0,14501.0,123167.0,45457.0,207757.0,-162300.0,-34060.0,42754.0
2009-02-24,142009.0,11416.0,130593.0,43925.0,206586.0,-162661.0,-28275.0,31272.0
2009-03-03,142338.0,7446.0,134892.0,42133.0,205790.0,-163657.0,-24744.0,24401.0
2009-03-10,136814.0,8042.0,128772.0,46038.0,202008.0,-155970.0,-16881.0,16016.0
2009-03-17,134182.0,6202.0,127980.0,64072.0,214632.0,-150560.0,-25124.0,22415.0
2009-03-24,134155.0,8485.0,125670.0,76736.0,227236.0,-150500.0,-30789.0,26257.0
2009-03-31,138279.0,7794.0,130485.0,63616.0,209462.0,-145846.0,-36080.0,24374.0
2009-04-07,126084.0,14927.0,111157.0,51487.0,172719.0,-121232.0,-31991.0,16655.0
2009-04-14,125729.0,13705.0,112024.0,44867.0,163178.0,-118311.0,-35198.0,17871.0
2009-04-21,123645.0,12331.0,111314.0,46132.0,161420.0,-115288.0,-34320.0,17053.0
2009-04-28,123760.0,15478.0,108282.0,43248.0,163700.0,-120452.0,-32967.0,20818.0
2009-05-05,126846.0,12219.0,114627.0,35070.0,160800.0,-125730.0,-34715.0,15364.0
2009-05-12,136934.0,12773.0,124161.0,36463.0,171845.0,-135382.0,-35798.0,14716.0
2009-05-19,140605.0,13146.0,127459.0,39456.0,185443.0,-145987.0,-37078.0,22125.0
2009-05-26,155440.0,12542.0,142898.0,35275.0,200904.0,-165629.0,-42507.0,34410.0
2009-06-02,162201.0,9047.0,153154.0,37314.0,217115.0,-179801.0,-46720.0,34186.0
2009-06-09,166473.0,5836.0,160637.0,33928.0,211612.0,-177684.0,-47363.0,29037.0
2009-06-16,153484.0,6654.0,146830.0,34351.0,201391.0,-167040.0,-40328.0,28713.0
2009-06-23,149419.0,10207.0,139212.0,33442.0,193081.0,-159639.0,-34791.0,27082.0
2009-06-30,147628.0,10141.0,137487.0,35013.0,198856.0,-163843.0,-33975.0,26699.0
2009-07-07,144471.0,5708.0,138763.0,35998.0,198152.0,-162154.0,-29153.0,25381.0
2009-07-14,140260.0,8088.0,132172.0,33427.0,184042.0,-150615.0,-31672.0,26632.0
2009-07-21,158071.0,7736.0,150335.0,34947.0,189716.0,-154769.0,-49457.0,22967.0
2009-07-28,154908.0,7570.0,147338.0,38357.0,192360.0,-154003.0,-48518.0,25433.0
2009-08-04,174707.0,7021.0,167686.0,35888.0,197225.0,-161337.0,-66856.0,25828.0
2009-08-11,167169.0,7234.0,159935.0,33969.0,194453.0,-160484.0,-62421.0,30151.0
2009-08-18,153525.0,12039.0,141486.0,35030.0,181702.0,-146672.0,-57873.0,36044.0
2009-08-25,156834.0,7238.0,149596.0,34032.0,186242.0,-152210.0,-59132.0,33386.0
2009-09-01,157220.0,7182.0,150038.0,34229.0,171642.0,-137413.0,-79295.0,34463.0
2009-09-08,194723.0,7174.0,187549.0,35941.0,225602.0,-189661.0,-81136.0,37127.0
2009-09-15,207387.0,5527.0,201860.0,35158.0,227069.0,-191911.0,-92750.0,33787.0
2009-09-22,208236.0,5170.0,203066.0,34672.0,223434.0,-188762.0,-98848.0,33683.0
2009-09-29,198175.0,3726.0,194449.0,40629.0,223576.0,-182947.0,-92287.0,36937.0
2009-10-06,215753.0,6378.0,209375.0,35439.0,223592.0,-188153.0,-93711.0,30293.0
2009-10-13,232086.0,5232.0,226854.0,36541.0,237816.0,-201275.0,-94651.0,27101.0
2009-10-20,233990.0,6715.0,227275.0,36742.0,236996.0,-200254.0,-97239.0,22832.0
2009-10-27,217920.0,7549.0,210371.0,36640.0,225639.0,-188999.0,-94480.0,31406.0
2009-11-03,227499.0,9278.0,218221.0,36678.0,229511.0,-192833.0,-91019.0,23098.0
2009-11-10,223460.0,8495.0,214965.0,37063.0,230201.0,-193138.0,-89646.0,23095.0
2009-11-17,222637.0,8401.0,214236.0,37355.0,231739.0,-194384.0,-87162.0,21461.0
2009-11-24,225366.0,3589.0,221777.0,38162.0,241240.0,-203078.0,-103026.0,40554.0
2009-12-01,224030.0,6874.0,217156.0,41154.0,232019.0,-190865.0,-117366.0,41908.0
2009-12-08,213164.0,5353.0,207811.0,36817.0,229114.0,-192297.0,-106889.0,46618.0
2009-12-15,212517.0,4429.0,208088.0,37536.0,233192.0,-195656.0,-108135.0,48020.0
2009-12-22,206996.0,4813.0,202183.0,39181.0,230615.0,-191434.0,-94231.0,35893.0
2009-12-29,201751.0,5926.0,195825.0,41013.0,226658.0,-185645.0,-93297.0,34665.0
2010-01-05,198506.0,6907.0,191599.0,40511.0,227533.0,-187022.0,-91529.0,36168.0
2010-01-12,202180.0,11137.0,191043.0,40771.0,237041.0,-196270.0,-86218.0,38299.0
2010-01-19,200320.0,7695.0,192625.0,43562.0,234633.0,-191071.0,-82576.0,28844.0
2010-01-26,182133.0,7766.0,174367.0,42580.0,215889.0,-173309.0,-75309.0,37557.0
2010-02-02,187024.0,8423.0,178601.0,36275.0,199560.0,-163285.0,-81294.0,31568.0
2010-02-09,166132.0,13404.0,152728.0,39206.0,186145.0,-146939.0,-66488.0,28791.0
2010-02-16,167613.0,10459.0,157154.0,39006.0,176708.0,-137702.0,-82176.0,31704.0
2010-02-23,171565.0,6909.0,164656.0,33555.0,188865.0,-155310.0,-82734.0,35966.0
2010-03-02,182360.0,5689.0,176671.0,33337.0,194206.0,-160869.0,-90668.0,30701.0
2010-03-09,179078.0,4670.0,174408.0,39179.0,198734.0,-159555.0,-92232.0,33786.0
2010-03-16,176715.0,6438.0,170277.0,48383.0,194109.0,-145726.0,-96569.0,30069.0
2010-03-23,162654.0,8962.0,153692.0,57625.0,191137.0,-133512.0,-90311.0,30180.0
2010-03-30,155355.0,8135.0,147220.0,62006.0,189646.0,-127640.0,-80051.0,26546.0
2010-04-06,181635.0,6500.0,175135.0,51492.0,205216.0,-153724.0,-91182.0,28311.0
2010-04-13,200201.0,3506.0,196695.0,51345.0,223301.0,-171956.0,-91528.0,24047.0
2010-04-20,199008.0,6768.0,192240.0,52092.0,227044.0,-174952.0,-82444.0,18411.0
2010-04-27,210203.0,4760.0,205443.0,53932.0,230598.0,-176666.0,-88856.0,20225.0
2010-05-04,217433.0,9645.0,207788.0,54736.0,242652.0,-187916.0,-83670.0,22759.0
2010-05-11,224664.0,7134.0,217530.0,55366.0,272119.0,-216753.0,-65891.0,18295.0
2010-05-18,226337.0,6542.0,219795.0,53535.0,272632.0,-219097.0,-60647.0,11875.0
2010-05-25,212919.0,7703.0,205216.0,57469.0,266645.0,-209176.0,-59203.0,22475.0
2010-06-01,210717.0,4459.0,206258.0,58949.0,269626.0,-210677.0,-56946.0,18288.0
2010-06-08,215177.0,5161.0,210016.0,62913.0,279284.0,-216371.0,-57206.0,17382.0
2010-06-15,215511.0,4021.0,211490.0,61991.0,282292.0,-220301.0,-58643.0,18761.0
2010-06-22,223219.0,4354.0,218865.0,66644.0,289653.0,-223009.0,-65907.0,19769.0
2010-06-29,219365.0,4903.0,214462.0,68538.0,276753.0,-208215.0,-81741.0,30263.0
2010-07-06,193032.0,11299.0,181733.0,77071.0,257312.0,-180241.0,-68901.0,27309.0
2010-07-13,188892.0,8138.0,180754.0,74126.0,254873.0,-180747.0,-67601.0,24167.0
2010-07-20,169169.0,20798.0,148371.0,94437.0,249069.0,-154632.0,-61032.0,29936.0
2010-07-27,167161.0,14269.0,152892.0,77122.0,243301.0,-166179.0,-61376.0,36009.0
2010-08-03,167800.0,11435.0,156365.0,69440.0,223867.0,-154427.0,-67602.0,29150.0
2010-08-10,167837.0,9244.0,158593.0,65111.0,222710.0,-157599.0,-73381.0,32094.0
2010-08-17,182555.0,5336.0,177219.0,62060.0,230214.0,-168154.0,-81416.0,27009.0
2010-08-24,201864.0,5780.0,196084.0,61661.0,238173.0,-176512.0,-87788.0,25107.0
2010-08-31,215631.0,6431.0,209200.0,61309.0,246193.0,-184884.0,-99677.0,28877.0
2010-09-07,217437.0,6410.0,211027.0,62019.0,249144.0,-187125.0,-100555.0,28670.0
2010-09-14,225821.0,7571.0,218250.0,63662.0,249317.0,-185655.0,-107284.0,26011.0
2010-09-21,219781.0,5982.0,213799.0,61264.0,245558.0,-184294.0,-108014.0,30214.0
2010-09-28,231457.0,7049.0,224408.0,64254.0,254438.0,-190184.0,-112556.0,33241.0
2010-10-05,227061.0,8345.0,218716.0,62166.0,251555.0,-189389.0,-110109.0,40904.0
2010-10-12,233925.0,9966.0,223959.0,63352.0,253865.0,-190513.0,-109509.0,31915.0
2010-10-19,220360.0,11613.0,208747.0,60869.0,251520.0,-190651.0,-102431.0,41005.0
2010-10-26,209780.0,11743.0,198037.0,57351.0,241996.0,-184645.0,-97790.0,41049.0
2010-11-02,211627.0,16033.0,195594.0,64004.0,248982.0,-184978.0,-91634.0,34634.0
2010-11-09,208053.0,19379.0,188674.0,63279.0,259501.0,-196222.0,-94731.0,57505.0
2010-11-16,183835.0,17233.0,166602.0,72080.0,241271.0,-169191.0,-95717.0,51877.0
2010-11-23,185172.0,15166.0,170006.0,73229.0,244657.0,-171428.0,-92465.0,51323.0
2010-11-30,187247.0,11873.0,175374.0,70724.0,238714.0,-167990.0,-102479.0,52233.0
2010-12-07,190212.0,10455.0,179757.0,67722.0,245522.0,-177800.0,-100873.0,52994.0
2010-12-14,180601.0,11976.0,168625.0,70601.0,237163.0,-166562.0,-101573.0,51570.0
2010-12-21,172385.0,14735.0,157650.0,75999.0,230824.0,-154825.0,-96983.0,48774.0
2010-12-28,180866.0,12952.0,167914.0,75043.0,232924.0,-157881.0,-101889.0,47874.0
2011-01-04,172298.0,16163.0,156135.0,77312.0,238426.0,-161114.0,-93468.0,46183.0
2011-01-11,160750.0,21194.0,139556.0,82648.0,232082.0,-149434.0,-75630.0,37816.0
2011-01-18,159114.0,25874.0,133240.0,84503.0,217764.0,-133261.0,-73210.0,31753.0
2011-01-25,160562.0,22345.0,138217.0,65401.0,192983.0,-127582.0,-69901.0,22372.0
2011-02-01,145530.0,21797.0,123733.0,58405.0,179393.0,-120988.0,-72209.0,27461.0
2011-02-08,159732.0,18223.0,141509.0,56819.0,180532.0,-123713.0,-86198.0,25584.0
2011-02-15,166406.0,12172.0,154234.0,57109.0,183366.0,-126257.0,-92369.0,18610.0
2011-02-22,185082.0,16633.0,168449.0,56286.0,190810.0,-134524.0,-97282.0,11975.0
2011-03-01,199371.0,10555.0,188816.0,56252.0,197958.0,-141706.0,-108890.0,8437.0
2011-03-08,197377.0,8757.0,188620.0,57023.0,203437.0,-146414.0,-101050.0,2320.0
2011-03-15,187986.0,11748.0,176238.0,63914.0,200540.0,-136626.0,-83528.0,-1667.0
2011-03-22,183912.0,5037.0,178875.0,60835.0,202740.0,-141905.0,-82894.0,-4038.0
2011-03-29,196020.0,4603.0,191417.0,68129.0,223141.0,-155012.0,-85757.0,1704.0
2011-04-05,213018.0,6324.0,206694.0,67043.0,225667.0,-158624.0,-100041.0,-1988.0
2011-04-12,208714.0,6810.0,201904.0,67726.0,229536.0,-161810.0,-91878.0,-159.0
2011-04-19,216243.0,4506.0,211737.0,64845.0,237148.0,-172303.0,-94245.0,3189.0
2011-04-26,207496.0,5079.0,202417.0,66717.0,227756.0,-161039.0,-87955.0,-1151.0
2011-05-03,203624.0,10746.0,192878.0,58271.0,220564.0,-162293.0,-77809.0,-222.0
