,managed_money_long,managed_money_short,managed_money_net,producer_long,producer_short,producer_net,swap_dealers_net,other_reportables_net
2021-04-06,121563.0,55091.0,66472.0,11916.0,90527.0,-78611.0,-136188.0,123037.0
2021-04-13,112070.0,58263.0,53807.0,11585.0,86637.0,-75052.0,-133736.0,127067.0
2021-04-20,116843.0,60419.0,56424.0,11755.0,87520.0,-75765.0,-137428.0,125074.0
2021-04-27,117144.0,66493.0,50651.0,11542.0,83268.0,-71726.0,-135451.0,119968.0
2021-05-04,117434.0,63809.0,53625.0,11043.0,78286.0,-67243.0,-134680.0,117116.0
2021-05-11,131295.0,49680.0,81615.0,16359.0,87150.0,-70791.0,-156293.0,110640.0
2021-05-18,141776.0,49786.0,91990.0,18969.0,84133.0,-65164.0,-167737.0,106899.0
2021-05-25,143862.0,36607.0,107255.0,12526.0,90986.0,-78460.0,-172409.0,107387.0
2021-06-01,147270.0,37297.0,109973.0,11017.0,80820.0,-69803.0,-178372.0,103728.0
2021-06-08,145037.0,37373.0,107664.0,13828.0,78884.0,-65056.0,-179750.0,101723.0
2021-06-15,138546.0,41754.0,96792.0,15205.0,79346.0,-64141.0,-167085.0,95244.0
2021-06-22,110038.0,47502.0,62536.0,14480.0,70690.0,-56210.0,-146172.0,103678.0
2021-06-29,115438.0,54056.0,61382.0,14517.0,68972.0,-54455.0,-140665.0,100844.0
2021-07-06,131218.0,53258.0,77960.0,14158.0,75008.0,-60850.0,-153876.0,104861.0
2021-07-13,135938.0,49647.0,86291.0,14757.0,75926.0,-61169.0,-159859.0,104545.0
2021-07-20,135163.0,44735.0,90428.0,14367.0,78197.0,-63830.0,-164718.0,105544.0
2021-07-27,131635.0,41405.0,90230.0,13874.0,70160.0,-56286.0,-172528.0,109158.0
2021-08-03,132920.0,43047.0,89873.0,17427.0,73826.0,-56399.0,-174885.0,106462.0
2021-08-10,111892.0,76489.0,35403.0,15344.0,62975.0,-47631.0,-148010.0,133003.0
2021-08-17,117272.0,58194.0,59078.0,14549.0,66385.0,-51836.0,-162164.0,132464.0
2021-08-24,126636.0,51192.0,75444.0,14405.0,69571.0,-55166.0,-179512.0,135209.0
2021-08-31,136555.0,54878.0,81677.0,13580.0,66321.0,-52741.0,-187771.0,134873.0
2021-09-07,129044.0,61449.0,67595.0,14223.0,66798.0,-52575.0,-183233.0,138444.0
2021-09-14,130837.0,59615.0,71222.0,13149.0,67186.0,-54037.0,-180214.0,136538.0
2021-09-21,119777.0,72933.0,46844.0,15089.0,61902.0,-46813.0,-165831.0,140803.0
2021-09-28,118923.0,88062.0,30861.0,18460.0,60320.0,-41860.0,-148291.0,137538.0
2021-10-05,126745.0,72579.0,54166.0,14867.0,57675.0,-42808.0,-160894.0,128416.0
2021-10-12,131668.0,73149.0,58519.0,14259.0,62099.0,-47840.0,-159774.0,127020.0
2021-10-19,124560.0,66761.0,57799.0,12474.0,63126.0,-50652.0,-168538.0,135550.0
2021-10-26,141280.0,54918.0,86362.0,13505.0,64600.0,-51095.0,-188559.0,128198.0
2021-11-02,136944.0,51705.0,85239.0,13986.0,66307.0,-52321.0,-187556.0,129890.0
2021-11-09,168133.0,42523.0,125610.0,17412.0,76212.0,-58800.0,-216689.0,124571.0
2021-11-16,185468.0,43083.0,142385.0,17998.0,86192.0,-68194.0,-219345.0,117395.0
2021-11-23,152273.0,46934.0,105339.0,14322.0,82848.0,-68526.0,-199308.0,129072.0
2021-11-30,137469.0,45384.0,92085.0,13584.0,67407.0,-53823.0,-204780.0,133775.0
2021-12-07,125067.0,44326.0,80741.0,11713.0,65860.0,-54147.0,-191476.0,136444.0
2021-12-14,121492.0,58075.0,63417.0,11823.0,63346.0,-51523.0,-179888.0,138984.0
2021-12-21,124120.0,52372.0,71748.0,11693.0,67486.0,-55793.0,-180236.0,134063.0
2021-12-28,130389.0,46726.0,83663.0,11047.0,69200.0,-58153.0,-187511.0,129493.0
2022-01-04,124252.0,44744.0,79508.0,11574.0,65049.0,-53475.0,-183983.0,131847.0
2022-01-11,119297.0,44987.0,74310.0,15004.0,65710.0,-50706.0,-174367.0,125427.0
2022-01-18,119807.0,48014.0,71793.0,19188.0,70150.0,-50962.0,-170106.0,122414.0
2022-01-25,140640.0,39265.0,101375.0,13494.0,79264.0,-65770.0,-183976.0,118776.0
2022-02-01,108309.0,58395.0,49914.0,13294.0,65627.0,-52333.0,-149009.0,122228.0
2022-02-08,117234.0,47767.0,69467.0,12653.0,66144.0,-53491.0,-157943.0,117239.0
2022-02-15,151530.0,43824.0,107706.0,13840.0,77522.0,-63682.0,-175193.0,105907.0
2022-02-22,183356.0,44380.0,138976.0,14747.0,85658.0,-70911.0,-198811.0,104172.0
2022-03-01,187215.0,38594.0,148621.0,18689.0,94503.0,-75814.0,-209995.0,109001.0
2022-03-08,181510.0,38537.0,142973.0,23736.0,99813.0,-76077.0,-230869.0,131415.0
2022-03-15,165597.0,39060.0,126537.0,26287.0,93725.0,-67438.0,-230003.0,135251.0
2022-03-22,152589.0,37457.0,115132.0,28886.0,93799.0,-64913.0,-216682.0,132900.0
2022-03-29,146486.0,38184.0,108302.0,18389.0,70315.0,-51926.0,-234011.0,149294.0
2022-04-05,148320.0,46693.0,101627.0,18989.0,71333.0,-52344.0,-226414.0,143914.0
2022-04-12,165244.0,48219.0,117025.0,20272.0,72001.0,-51729.0,-236364.0,137262.0
2022-04-19,157560.0,56294.0,101266.0,22596.0,72545.0,-49949.0,-225576.0,138491.0
2022-04-26,138215.0,57098.0,81117.0,22665.0,66838.0,-44173.0,-205121.0,136907.0
2022-05-03,128828.0,60981.0,67847.0,23431.0,63612.0,-40181.0,-191671.0,131321.0
2022-05-10,123931.0,61939.0,61992.0,22242.0,65143.0,-42901.0,-184855.0,131323.0
2022-05-17,115572.0,72212.0,43360.0,24468.0,62025.0,-37557.0,-169322.0,132000.0
2022-05-24,121174.0,60117.0,61057.0,21184.0,63194.0,-42010.0,-169937.0,122756.0
2022-05-31,112731.0,61938.0,50793.0,19970.0,65269.0,-45299.0,-154757.0,121796.0
2022-06-07,115215.0,57684.0,57531.0,16570.0,61112.0,-44542.0,-155344.0,117737.0
2022-06-14,109111.0,72206.0,36905.0,14920.0,55975.0,-41055.0,-137514.0,117693.0
2022-06-21,113220.0,63417.0,49803.0,13019.0,57208.0,-44189.0,-142740.0,113484.0
2022-06-28,110850.0,74748.0,36102.0,13971.0,57758.0,-43787.0,-138220.0,121591.0
2022-07-05,103472.0,86438.0,17034.0,15404.0,53894.0,-38490.0,-127095.0,128626.0
2022-07-12,91669.0,97802.0,-6133.0,18149.0,46218.0,-28069.0,-109719.0,124254.0
2022-07-19,91056.0,109794.0,-18738.0,21601.0,46644.0,-25043.0,-87219.0,113693.0
2022-07-26,92216.0,111309.0,-19093.0,16057.0,41222.0,-25165.0,-83257.0,111783.0
2022-08-02,96634.0,80779.0,15855.0,13831.0,44218.0,-30387.0,-105178.0,108471.0
2022-08-09,100013.0,59279.0,40734.0,12940.0,49401.0,-36461.0,-118093.0,102117.0
2022-08-16,96765.0,60392.0,36373.0,14278.0,48802.0,-34524.0,-119185.0,104791.0
2022-08-23,95850.0,73739.0,22111.0,14957.0,47144.0,-32187.0,-105885.0,103736.0
2022-08-30,91761.0,79973.0,11788.0,14612.0,45959.0,-31347.0,-98332.0,105946.0
2022-09-06,85842.0,92804.0,-6962.0,15564.0,41624.0,-26060.0,-88004.0,110819.0
2022-09-13,80300.0,98637.0,-18337.0,12589.0,39708.0,-27119.0,-83819.0,115681.0
2022-09-20,78544.0,115239.0,-36695.0,16194.0,33858.0,-17664.0,-57764.0,102417.0
2022-09-27,74171.0,117265.0,-43094.0,15381.0,28004.0,-12623.0,-49515.0,95175.0
2022-10-04,82806.0,89681.0,-6875.0,12114.0,31266.0,-19152.0,-77396.0,95260.0
2022-10-11,78365.0,83945.0,-5580.0,11578.0,34246.0,-22668.0,-81060.0,100000.0
2022-10-18,73344.0,99042.0,-25698.0,14351.0,29916.0,-15565.0,-74465.0,102654.0
2022-10-25,72016.0,110804.0,-38788.0,18036.0,28462.0,-10426.0,-69787.0,106820.0
2022-11-01,78213.0,119614.0,-41401.0,17255.0,26028.0,-8773.0,-66009.0,106024.0
2022-11-08,88059.0,104405.0,-16346.0,16738.0,35324.0,-18586.0,-72558.0,98684.0
2022-11-15,95065.0,69608.0,25457.0,14602.0,51584.0,-36982.0,-97326.0,100812.0
2022-11-22,92161.0,72730.0,19431.0,14133.0,54527.0,-40394.0,-89670.0,96682.0
2022-11-29,88032.0,73312.0,14720.0,12158.0,48784.0,-36626.0,-82607.0,95283.0
2022-12-06,93629.0,70142.0,23487.0,11712.0,49665.0,-37953.0,-92126.0,91638.0
2022-12-13,103737.0,66288.0,37449.0,13758.0,50601.0,-36843.0,-101686.0,88200.0
2022-12-20,104813.0,65718.0,39095.0,13860.0,51557.0,-37697.0,-104817.0,89753.0
2022-12-27,106983.0,56106.0,50877.0,13950.0,56342.0,-42392.0,-111384.0,86003.0
2023-01-03,109140.0,54559.0,54581.0,13217.0,57119.0,-43902.0,-116072.0,87085.0
2023-01-10,116604.0,54795.0,61809.0,12243.0,60946.0,-48703.0,-123775.0,88726.0
2023-01-17,124222.0,54845.0,69377.0,14854.0,58789.0,-43935.0,-131978.0,83863.0
2023-01-24,131501.0,51622.0,79879.0,12705.0,54314.0,-41609.0,-138945.0,77794.0
2023-01-31,138125.0,53678.0,84447.0,14955.0,51775.0,-36820.0,-143700.0,75834.0
2023-02-07,115521.0,55945.0,59576.0,15251.0,46233.0,-30982.0,-121984.0,69239.0
2023-02-14,106106.0,64933.0,41173.0,12225.0,42118.0,-29893.0,-99179.0,64356.0
2023-02-21,104710.0,68004.0,36706.0,10696.0,40479.0,-29783.0,-99572.0,70395.0
2023-02-28,99425.0,72850.0,26575.0,12772.0,41995.0,-29223.0,-98264.0,82018.0
2023-03-07,103439.0,89040.0,14399.0,11617.0,41216.0,-29599.0,-89321.0,84075.0
2023-03-14,118560.0,58839.0,59721.0,11602.0,47669.0,-36067.0,-119373.0,80610.0
2023-03-21,125090.0,43861.0,81229.0,14502.0,55788.0,-41286.0,-142282.0,77376.0
2023-03-28,130530.0,31370.0,99160.0,15709.0,60038.0,-44329.0,-157179.0,82470.0
2023-04-04,142348.0,32217.0,110131.0,15763.0,51702.0,-35939.0,-182311.0,85085.0
2023-04-11,135015.0,30409.0,104606.0,16516.0,51449.0,-34933.0,-181615.0,88139.0
2023-04-18,137170.0,34474.0,102696.0,17347.0,51291.0,-33944.0,-182481.0,87197.0
2023-04-25,135979.0,33176.0,102803.0,17543.0,52563.0,-35020.0,-176908.0,82461.0
2023-05-02,143191.0,29401.0,113790.0,18762.0,54293.0,-35531.0,-182053.0,81777.0
2023-05-09,143463.0,32477.0,110986.0,18250.0,55018.0,-36768.0,-185747.0,84828.0
2023-05-16,139786.0,35803.0,103983.0,18148.0,52362.0,-34214.0,-177343.0,75831.0
2023-05-23,128550.0,35411.0,93139.0,18435.0,44860.0,-26425.0,-160598.0,67593.0
2023-05-30,122904.0,36201.0,86703.0,12396.0,43768.0,-31372.0,-158633.0,82613.0
2023-06-06,120985.0,27557.0,93428.0,13860.0,43638.0,-29778.0,-168409.0,82213.0
2023-06-13,110512.0,35869.0,74643.0,14225.0,41384.0,-27159.0,-158903.0,85566.0
2023-06-20,110314.0,34275.0,76039.0,13663.0,40542.0,-26879.0,-159658.0,86936.0
2023-06-27,108209.0,38534.0,69675.0,11393.0,37626.0,-26233.0,-149102.0,82235.0
2023-07-04,123017.0,39869.0,83148.0,13966.0,41391.0,-27425.0,-157292.0,79949.0
2023-07-11,124394.0,41951.0,82443.0,13062.0,42136.0,-29074.0,-158675.0,83311.0
2023-07-18,147644.0,32326.0,115318.0,14281.0,53555.0,-39274.0,-174441.0,78030.0
2023-07-25,132603.0,37316.0,95287.0,16452.0,55396.0,-38944.0,-159266.0,78352.0
2023-08-01,123802.0,43793.0,80009.0,16334.0,46546.0,-30212.0,-156633.0,84915.0
2023-08-08,114585.0,55979.0,58606.0,15411.0,41861.0,-26450.0,-141104.0,84379.0
2023-08-15,113146.0,83610.0,29536.0,17862.0,39392.0,-21530.0,-120400.0,91600.0
2023-08-22,105085.0,95976.0,9109.0,18338.0,35940.0,-17602.0,-103434.0,92837.0
2023-08-29,120609.0,81367.0,39242.0,20564.0,41031.0,-20467.0,-120127.0,84030.0
2023-09-05,120222.0,69857.0,50365.0,17994.0,42368.0,-24374.0,-133865.0,87641.0
2023-09-12,117737.0,83166.0,34571.0,17361.0,39709.0,-22348.0,-122462.0,89293.0
2023-09-19,121172.0,73782.0,47390.0,15305.0,40593.0,-25288.0,-127644.0,87773.0
2023-09-26,114668.0,91230.0,23438.0,13152.0,39819.0,-26667.0,-108169.0,92377.0
2023-10-03,100500.0,108061.0,-7561.0,16614.0,38810.0,-22196.0,-89786.0,98787.0
2023-10-10,93934.0,120701.0,-26767.0,19010.0,37437.0,-18427.0,-72001.0,98200.0
2023-10-17,104708.0,89605.0,15103.0,11737.0,41703.0,-29966.0,-98033.0,97635.0
2023-10-24,122456.0,66708.0,55748.0,10642.0,50787.0,-40145.0,-125728.0,93637.0
2023-10-31,140111.0,65271.0,74840.0,11165.0,55350.0,-44185.0,-138522.0,88585.0
2023-11-07,140609.0,62374.0,78235.0,10487.0,55470.0,-44983.0,-141108.0,87981.0
2023-11-14,132924.0,68609.0,64315.0,12176.0,55241.0,-43065.0,-133954.0,91061.0
2023-11-21,144381.0,65246.0,79135.0,14081.0,59990.0,-45909.0,-144326.0,92570.0
2023-11-28,169695.0,54802.0,114893.0,14333.0,64941.0,-50608.0,-167984.0,85191.0
2023-12-05,159907.0,50520.0,109387.0,12631.0,62325.0,-49694.0,-177251.0,94157.0
2023-12-12,149634.0,54106.0,95528.0,13420.0,58535.0,-45115.0,-167693.0,92705.0
2023-12-19,155697.0,47421.0,108276.0,12836.0,60852.0,-48016.0,-179042.0,93063.0
2023-12-26,152801.0,46347.0,106454.0,13243.0,58256.0,-45013.0,-187332.0,101264.0
2024-01-02,154384.0,45235.0,109149.0,13674.0,55375.0,-41701.0,-193777.0,98500.0
2024-01-09,134333.0,45874.0,88459.0,11949.0,56950.0,-45001.0,-172700.0,100155.0
2024-01-16,130931.0,47702.0,83229.0,12864.0,53418.0,-40554.0,-166866.0,96664.0
2024-01-23,111298.0,50265.0,61033.0,13724.0,52673.0,-38949.0,-153144.0,108441.0
2024-01-30,108093.0,52069.0,56024.0,15272.0,49631.0,-34359.0,-136159.0,91767.0
2024-02-06,114316.0,46247.0,68069.0,14285.0,50903.0,-36618.0,-143623.0,93669.0
2024-02-13,100642.0,66466.0,34176.0,15888.0,48131.0,-32243.0,-120737.0,96992.0
2024-02-20,98840.0,48917.0,49923.0,10614.0,49065.0,-38451.0,-120960.0,90339.0
2024-02-27,103885.0,47732.0,56153.0,11378.0,51050.0,-39672.0,-118680.0,85483.0
2024-03-05,145106.0,35343.0,109763.0,11650.0,60537.0,-48887.0,-157905.0,81530.0
2024-03-12,173994.0,32911.0,141083.0,30471.0,78911.0,-48440.0,-169833.0,60519.0
2024-03-19,172588.0,29692.0,142896.0,32136.0,81346.0,-49210.0,-168320.0,58706.0
2024-03-26,163006.0,27211.0,135795.0,32765.0,80270.0,-47505.0,-170835.0,63499.0
2024-04-02,173073.0,25993.0,147080.0,32235.0,77122.0,-44887.0,-180827.0,60170.0
2024-04-09,174617.0,32885.0,141732.0,34191.0,76217.0,-42026.0,-182556.0,60687.0
2024-04-16,169910.0,35174.0,134736.0,37797.0,71700.0,-33903.0,-188855.0,67187.0
2024-04-23,176400.0,34261.0,142139.0,37917.0,70510.0,-32593.0,-194279.0,60752.0
2024-04-30,171853.0,36826.0,135027.0,37917.0,68644.0,-30727.0,-196771.0,69183.0
2024-05-07,164780.0,38681.0,126099.0,35488.0,67658.0,-32170.0,-195096.0,73468.0
2024-05-14,171868.0,41433.0,130435.0,35446.0,65005.0,-29559.0,-202551.0,74061.0
2024-05-21,190605.0,42082.0,148523.0,20490.0,57460.0,-36970.0,-221693.0,81283.0
2024-05-28,174444.0,25616.0,148828.0,18542.0,59186.0,-40644.0,-220306.0,87757.0
2024-06-04,172560.0,20261.0,152299.0,15962.0,55848.0,-39886.0,-226045.0,85003.0
2024-06-11,168424.0,15459.0,152965.0,15922.0,56729.0,-40807.0,-219704.0,80961.0
2024-06-18,177639.0,17018.0,160621.0,15030.0,57588.0,-42558.0,-225172.0,82463.0
2024-06-25,174756.0,16554.0,158202.0,15601.0,58204.0,-42603.0,-228885.0,88027.0
2024-07-02,167688.0,16873.0,150815.0,14424.0,59169.0,-44745.0,-220054.0,90728.0
2024-07-09,181982.0,24515.0,157467.0,14031.0,66422.0,-52391.0,-228238.0,97308.0
2024-07-16,216502.0,31970.0,184532.0,23789.0,84107.0,-60318.0,-248986.0,100492.0
2024-07-23,197802.0,34942.0,162860.0,15685.0,69900.0,-54215.0,-246710.0,110214.0
2024-07-30,185586.0,33222.0,152364.0,19913.0,64678.0,-44765.0,-228092.0,94237.0
2024-08-06,180303.0,29517.0,150786.0,16637.0,63782.0,-47145.0,-221889.0,87963.0
2024-08-13,203844.0,25929.0,177915.0,16717.0,69652.0,-52935.0,-239567.0,89349.0
2024-08-20,222142.0,28837.0,193305.0,15569.0,79564.0,-63995.0,-252511.0,97948.0
2024-08-27,217976.0,17685.0,200291.0,10714.0,79098.0,-68384.0,-253935.0,94154.0
2024-09-03,212086.0,19996.0,192090.0,11841.0,81470.0,-69629.0,-242258.0,95468.0
2024-09-10,213645.0,23190.0,190455.0,12568.0,87942.0,-75374.0,-231525.0,92046.0
2024-09-17,241844.0,25489.0,216355.0,12663.0,90250.0,-77587.0,-257540.0,93711.0
2024-09-24,256435.0,37406.0,219029.0,13517.0,93547.0,-80030.0,-259676.0,96361.0
2024-10-01,247867.0,33405.0,214462.0,12220.0,87446.0,-75226.0,-252298.0,85469.0
2024-10-08,227596.0,33537.0,194059.0,12830.0,83981.0,-71151.0,-232825.0,84121.0
2024-10-15,233871.0,34450.0,199421.0,13088.0,87786.0,-74698.0,-237960.0,87013.0
2024-10-22,242427.0,37267.0,205160.0,12942.0,95037.0,-82095.0,-242606.0,91044.0
2024-10-29,234856.0,39683.0,195173.0,12379.0,86999.0,-74620.0,-229051.0,83480.0
2024-11-05,219687.0,36684.0,183003.0,13066.0,82429.0,-69363.0,-213696.0,72326.0
2024-11-12,203661.0,38365.0,165296.0,13211.0,80667.0,-67456.0,-198126.0,71155.0
2024-11-19,193355.0,38181.0,155174.0,13787.0,84104.0,-70317.0,-192005.0,79193.0
2024-11-26,203596.0,24306.0,179290.0,14309.0,81389.0,-67080.0,-205440.0,71048.0
2024-12-03,203580.0,22845.0,180735.0,10967.0,73308.0,-62341.0,-223934.0,79001.0
2024-12-10,218482.0,22404.0,196078.0,11204.0,77649.0,-66445.0,-230426.0,79508.0
2024-12-17,201880.0,18378.0,183502.0,9971.0,82426.0,-72455.0,-212778.0,78539.0
2024-12-24,186099.0,20602.0,165497.0,9198.0,83987.0,-74789.0,-198547.0,82132.0
2024-12-31,182128.0,15959.0,166169.0,9983.0,83344.0,-73361.0,-197935.0,81110.0
2025-01-07,191873.0,14232.0,177641.0,10137.0,81104.0,-70967.0,-207679.0,77270.0
2025-01-14,206968.0,11346.0,195622.0,21043.0,95030.0,-73987.0,-228465.0,83741.0
2025-01-21,226964.0,11095.0,215869.0,20111.0,100717.0,-80606.0,-246002.0,84915.0
2025-01-28,227871.0,17331.0,210540.0,19532.0,100430.0,-80898.0,-242824.0,88869.0
2025-02-04,240485.0,30952.0,209533.0,19046.0,82490.0,-63444.0,-264731.0,92975.0
2025-02-11,229071.0,34268.0,194803.0,20935.0,81836.0,-60901.0,-248987.0,89701.0
2025-02-18,222538.0,37209.0,185329.0,22176.0,82595.0,-60419.0,-235652.0,83345.0
2025-02-25,212694.0,32882.0,179812.0,24007.0,84497.0,-60490.0,-227610.0,81813.0
2025-03-04,204965.0,38307.0,166658.0,24881.0,83460.0,-58579.0,-212536.0,76603.0
2025-03-11,204907.0,37331.0,167576.0,24799.0,82058.0,-57259.0,-207929.0,68524.0
2025-03-18,220879.0,37045.0,183834.0,23881.0,88261.0,-64380.0,-220788.0,74098.0
2025-03-25,213505.0,38773.0,174732.0,14682.0,77439.0,-62757.0,-215841.0,75064.0
2025-04-01,204833.0,62834.0,141999.0,11538.0,73853.0,-62315.0,-202746.0,96435.0
2025-04-08,175393.0,44407.0,130986.0,14087.0,66734.0,-52647.0,-179536.0,69729.0
2025-04-15,168400.0,43546.0,124854.0,14214.0,65819.0,-51605.0,-180307.0,77356.0
2025-04-22,166360.0,45458.0,120902.0,18110.0,63420.0,-45310.0,-156958.0,54476.0
2025-04-29,150715.0,44820.0,105895.0,17714.0,62788.0,-45074.0,-145687.0,57423.0
2025-05-06,144383.0,42292.0,102091.0,17705.0,62990.0,-45285.0,-146818.0,60406.0
2025-05-13,144410.0,43183.0,101227.0,17651.0,59184.0,-41533.0,-149674.0,59982.0
2025-05-20,149149.0,41520.0,107629.0,20202.0,59019.0,-38817.0,-158831.0,56352.0
2025-05-27,147502.0,36686.0,110816.0,15935.0,62127.0,-46192.0,-161395.0,63368.0
2025-06-03,159966.0,36384.0,123582.0,14319.0,62427.0,-48108.0,-172718.0,64323.0
2025-06-10,160680.0,36589.0,124091.0,13381.0,62746.0,-49365.0,-173353.0,63390.0
2025-06-17,167646.0,37135.0,130511.0,11066.0,64028.0,-52962.0,-184765.0,70137.0
2025-06-24,163829.0,38701.0,125128.0,12319.0,62734.0,-50415.0,-180145.0,69876.0
2025-07-01,165086.0,34726.0,130360.0,12005.0,61418.0,-49413.0,-186656.0,71620.0
2025-07-08,164685.0,35743.0,128942.0,13615.0,60427.0,-46812.0,-191542.0,74026.0
2025-07-15,172657.0,35930.0,136727.0,14716.0,61452.0,-46736.0,-203952.0,76388.0
2025-07-22,194753.0,34819.0,159934.0,11207.0,62569.0,-51362.0,-230975.0,93104.0
2025-07-29,170918.0,36662.0,134256.0,12294.0,60464.0,-48170.0,-210909.0,89340.0
2025-08-05,186304.0,32317.0,153987.0,21760.0,55777.0,-34017.0,-236129.0,83063.0
2025-08-12,182337.0,34050.0,148287.0,9324.0,49074.0,-39750.0,-223315.0,81198.0
2025-08-19,173388.0,36003.0,137385.0,9389.0,49394.0,-40005.0,-209960.0,75205.0
2025-08-26,175494.0,33577.0,141917.0,9620.0,51948.0,-42328.0,-208637.0,72394.0
2025-09-02,196127.0,34625.0,161502.0,8209.0,63511.0,-55302.0,-218596.0,88028.0
2025-09-09,198907.0,35388.0,163519.0,9864.0,72418.0,-62554.0,-210821.0,98221.0
2025-09-16,195347.0,36376.0,158971.0,10992.0,76376.0,-65384.0,-236987.0,107439.0
2025-09-23,198826.0,38277.0,160549.0,11851.0,79003.0,-67152.0,-231251.0,106200.0
2025-09-30,184199.0,38972.0,145227.0,10432.0,75829.0,-65397.0,-222839.0,107681.0
2025-10-07,170587.0,40828.0,129759.0,12169.0,77521.0,-65352.0,-198420.0,102197.0
2025-10-14,152187.0,43877.0,108310.0,14094.0,75551.0,-61457.0,-175410.0,95606.0
2025-10-21,135503.0,43276.0,92227.0,13924.0,71702.0,-57778.0,-152339.0,84382.0
2025-10-28,138605.0,34446.0,104159.0,12403.0,70597.0,-58194.0,-178833.0,100505.0
2025-11-04,130688.0,30143.0,100545.0,9805.0,69256.0,-59451.0,-177091.0,101762.0
2025-11-11,134155.0,30068.0,104087.0,9875.0,68621.0,-58746.0,-186077.0,102982.0
2025-11-18,130222.0,32017.0,98205.0,10061.0,68958.0,-58897.0,-186688.0,112134.0
2025-11-25,136979.0,27670.0,109309.0,9950.0,56642.0,-46692.0,-194711.0,95279.0
2025-12-02,140143.0,19819.0,120324.0,10094.0,58801.0,-48707.0,-206641.0,97236.0
2025-12-09,143383.0,19835.0,123548.0,10463.0,59856.0,-49393.0,-213186.0,100338.0
2025-12-16,152873.0,20277.0,132596.0,16057.0,60306.0,-44249.0,-230109.0,101382.0
2025-12-23,160581.0,24311.0,136270.0,17158.0,68442.0,-51284.0,-232242.0,104430.0
2025-12-30,148642.0,22602.0,126040.0,12958.0,67439.0,-54481.0,-220765.0,105133.0
2026-01-06,146445.0,23232.0,123213.0,13454.0,63996.0,-50542.0,-221493.0,104419.0
2026-01-13,158825.0,24080.0,134745.0,13998.0,65163.0,-51165.0,-245941.0,116493.0
2026-01-20,163668.0,26224.0,137444.0,18731.0,61020.0,-42289.0,-247400.0,107326.0
2026-01-27,143321.0,25162.0,118159.0,14609.0,55198.0,-40589.0,-207696.0,87237.0
2026-02-03,118936.0,26864.0,92072.0,14072.0,38706.0,-24634.0,-183144.0,73532.0
2026-02-10,119232.0,27210.0,92022.0,15737.0,34182.0,-18445.0,-179293.0,67990.0
2026-02-17,123011.0,27118.0,95893.0,13643.0,35041.0,-21398.0,-175384.0,64022.0
2026-02-24,121233.0,25259.0,95974.0,14800.0,34618.0,-19818.0,-180988.0,63203.0
2026-03-03,123456.0,25539.0,97917.0,15219.0,36010.0,-20791.0,-179792.0,62228.0
2026-03-10,125077.0,26678.0,98399.0,14826.0,34522.0,-19696.0,-183280.0,64733.0
2026-03-17,130147.0,28104.0,102043.0,15879.0,33713.0,-17834.0,-180814.0,57826.0
